ID,addr_o
45268579000_file22,"Москва, Улица Веерная, 10"
45268579000_file22,"Москва, Улица Веерная, 12"
45268579000_file22,"Москва, Улица Веерная, 14"
45268579000_file22,"Москва, Улица Веерная, 15"
45268579000_file22,"Москва, Улица Веерная, 16"
45268579000_file22,"Москва, Улица Веерная, 18"
45268579000_file22,"Москва, Улица Веерная, 20"
45268579000_file22,"Москва, Улица Веерная, 20"
45268579000_file22,"Москва, Улица Веерная, 24"
45268579000_file22,"Москва, Улица Веерная, 30"
45268579000_file22,"Москва, Улица Веерная, 1"
45268579000_file22,"Москва, Улица Веерная, 2"
45268579000_file22,"Москва, Улица Веерная, 4"
45268579000_file22,"Москва, Улица Веерная, 6"
45268579000_file22,"Москва, Улица Веерная, 32"
45268579000_file22,"Москва, Улица Веерная, 1"
45268579000_file22,"Москва, Улица Нежинская, 2"
45268579000_file22,"Москва, Улица Нежинская, 3"
45268579000_file22,"Москва, Улица Нежинская, 5"
45268579000_file22,"Москва, Улица Нежинская, 5"
45268579000_file22,"Москва, Улица Нежинская, 7"
45268579000_file22,"Москва, Улица Нежинская, 9"
45268579000_file22,"Москва, Улица Нежинская, 1"
45268579000_file22,"Москва, Улица Нежинская, 1"
45268579000_file22,"Москва, Улица Нежинская, 7"
45268552000_file1,"Москва, Улица Войсковая, 5"
45268552000_file1,"Москва, Улица Изваринская, 1"
45268552000_file1,"Москва, Улица Изваринская, 3"
45268552000_file1,"Москва, Улица Изваринская, 3"
45268552000_file1,"Москва, Улица Изваринская, 1"
45268552000_file1,"Москва, Улица Изваринская, 3"
45268552000_file1,"Москва, Улица Изваринская, 4"
45268552000_file1,"Москва, Улица Изваринская, 4"
45268552000_file2,"Москва, Улица Заводское шоссе, 4"
45268552000_file2,"Москва, Улица Дальняя, 1"
45268552000_file2,"Москва, Улица Дальняя, 24"
45268552000_file2,"Москва, Улица Базовая, 4"
45268552000_file2,"Москва, Улица Базовая, 5"
45268552000_file2,"Москва, Улица Базовая, 8"
45268552000_file2,"Москва, Улица Базовая, 1"
45268552000_file2,"Москва, Улица Базовая, 9"
45268552000_file2,"Москва, Улица Базовая, 11"
45268552000_file2,"Москва, Улица Базовая, 15"
45268552000_file2,"Москва, Улица Базовая, 17"
45268552000_file2,"Москва, Улица Базовая, 21"
45268552000_file2,"Москва, Улица Базовая, 23"
45268552000_file2,"Москва, Улица Базовая, 25"
45268552000_file2,"Москва, Улица Базовая, 27"
45268552000_file2,"Москва, Улица Базовая, 29"
45268552000_file2,"Москва, Улица Базовая, 33"
45268552000_file2,"Москва, Улица Базовая, 35"
45268552000_file2,"Москва, Улица Базовая, 37"
45268552000_file2,"Москва, Улица Взлетная, 1"
45268552000_file2,"Москва, Улица Взлетная, 6"
45268552000_file2,"Москва, Улица Взлетная, 10"
45268552000_file2,"Москва, Улица Взлетная, 13"
45268552000_file2,"Москва, Улица Взлетная, 14"
45268552000_file2,"Москва, Улица Взлетная, 19"
45268552000_file2,"Москва, Улица Взлетная, 21"
45268552000_file2,"Москва, Улица Взлетная, 22"
45268552000_file2,"Москва, Улица Взлетная, 24"
45268552000_file2,"Москва, Улица Взлетная, 25"
45268552000_file2,"Москва, Улица Взлетная, 27"
45268552000_file2,"Москва, Улица Взлетная, 7"
45268552000_file2,"Москва, Улица Взлетная, 33"
45268552000_file2,"Москва, Улица Взлетная, 36"
45268552000_file2,"Москва, Улица Винтовая, 2"
45268552000_file2,"Москва, Улица Винтовая, 4"
45268552000_file2,"Москва, Улица Винтовая, 7"
45268552000_file2,"Москва, Улица Винтовая, 9"
45268552000_file2,"Москва, Улица Винтовая, 11"
45268552000_file2,"Москва, Улица Винтовая, 12"
45268552000_file2,"Москва, Улица Винтовая, 1"
45268552000_file2,"Москва, Улица Винтовая, 8"
45268552000_file2,"Москва, Улица Радарная, 1"
45268552000_file2,"Москва, Улица Радарная, 25"
45268552000_file2,"Москва, Улица Связистов, 1"
45268552000_file2,"Москва, Улица Связистов, 25"
45268552000_file2,"Москва, Улица Луговая, 1"
45268552000_file2,"Москва, Улица Луговая, 38"
45268552000_file2,"Москва, Улица Моторная, 1"
45268552000_file2,"Москва, Улица Моторная, 15"
45268552000_file2,"Москва, Улица Интернациональная, 2"
45268552000_file2,"Москва, Улица Интернациональная, 2"
45268552000_file2,"Москва, Улица Интернациональная, 1"
45268552000_file2,"Москва, Улица Интернациональная, 4"
45268552000_file2,"Москва, Улица Интернациональная, 8"
45268552000_file2,"Москва, Улица Интернациональная, 12"
45268552000_file3,"Москва, Улица Центральная, 2"
45268552000_file3,"Москва, Улица Центральная, 22"
45268552000_file3,"Москва, Улица 3-я Рейсовая, 1"
45268552000_file3,"Москва, Улица 3-я Рейсовая, 3"
45268552000_file3,"Москва, Улица 3-я Рейсовая, 5"
45268552000_file3,"Москва, Улица 3-я Рейсовая, 6"
45268552000_file3,"Москва, Улица 3-я Рейсовая, 7"
45268552000_file3,"Москва, Улица 3-я Рейсовая, 39"
45268552000_file3,"Москва, Улица 3-я Рейсовая, 8"
45268552000_file3,"Москва, Улица 3-я Рейсовая, 9"
45268552000_file3,"Москва, Улица 3-я Рейсовая, 30"
45268552000_file3,"Москва, Улица 3-я Рейсовая, 10"
45268552000_file3,"Москва, Улица 3-я Рейсовая, 37"
45268552000_file3,"Москва, Улица Спортивная, 9"
45268552000_file3,"Москва, Улица Спортивная, 10"
45268552000_file3,"Москва, Улица Спортивная, 11"
45268552000_file3,"Москва, Улица Спортивная, 12"
45268552000_file3,"Москва, Улица Спортивная, 13"
45268552000_file3,"Москва, Улица Спортивная, 18"
45268552000_file3,"Москва, Улица Спортивная, 14"
45268552000_file3,"Москва, Улица Спортивная, 16"
45268552000_file3,"Москва, Улица Спортивная, 17"
45268552000_file3,"Москва, Улица Спортивная, 18"
45268552000_file3,"Москва, Улица Спортивная, 20"
45268552000_file3,"Москва, Улица 2-я Рейсовая, 13"
45268552000_file3,"Москва, Улица 2-я Рейсовая, 22"
45268552000_file3,"Москва, Улица 2-я Рейсовая, 15"
45268552000_file3,"Москва, Улица 2-я Рейсовая, 17"
45268552000_file3,"Москва, Улица 2-я Рейсовая, 19"
45268552000_file3,"Москва, Улица 2-я Рейсовая, 7"
45268552000_file3,"Москва, Улица 2-я Рейсовая, 21"
45268552000_file3,"Москва, Улица 2-я Рейсовая, 8"
45268552000_file3,"Москва, Улица 2-я Рейсовая, 23"
45268552000_file3,"Москва, Улица 2-я Рейсовая, 25"
45268552000_file3,"Москва, Улица Пилотская, 2"
45268552000_file3,"Москва, Улица Пилотская, 4"
45268552000_file3,"Москва, Улица Пилотская, 6"
45268552000_file3,"Москва, Улица Пилотская, 9"
45268552000_file3,"Москва, Улица Пилотская, 11"
45268552000_file3,"Москва, Улица Пилотская, 12"
45268552000_file3,"Москва, Улица Пилотская, 14"
45268552000_file3,"Москва, Улица Пилотская, 15"
45268552000_file3,"Москва, Улица Пилотская, 22"
45268552000_file3,"Москва, Улица Пилотская, 26"
45268552000_file3,"Москва, Улица Карьерная, 2"
45268552000_file3,"Москва, Улица Карьерная, 12"
45268552000_file3,"Москва, Улица 3-я Внуковская, 7"
45268552000_file3,"Москва, Улица 3-я Внуковская, 9"
45268552000_file3,"Москва, Улица 3-я Внуковская, 11"
45268552000_file3,"Москва, Улица 3-я Внуковская, 12"
45268552000_file3,"Москва, Улица 4-я Внуковская, 1"
45268552000_file3,"Москва, Улица 4-я Внуковская, 3"
45268552000_file3,"Москва, Улица 4-я Внуковская, 4"
45268552000_file3,"Москва, Улица 4-я Внуковская, 6"
45268552000_file3,"Москва, Улица 4-я Внуковская, 9"
45268552000_file3,"Москва, Улица 4-я Внуковская, 11"
45268552000_file3,"Москва, Улица 5-я Внуковская, 3"
45268552000_file3,"Москва, Улица 5-я Внуковская, 7"
45268552000_file3,"Москва, Улица 3-я рельсовая, 1"
45268552000_file3,"Москва, Улица 3-я рельсовая, 3"
45268552000_file3,"Москва, Улица 3-я рельсовая, 5"
45268552000_file3,"Москва, Улица 3-я рельсовая, 7"
45268552000_file3,"Москва, Улица 3-я рельсовая, 39"
45268552000_file3,"Москва, Улица 3-я рельсовая, 8"
45268552000_file3,"Москва, Улица 3-я рельсовая, 9"
45268552000_file3,"Москва, Улица 3-я рельсовая, 30"
45268552000_file3,"Москва, Улица 3-я рельсовая, 10"
45268552000_file3,"Москва, Улица 3-я рельсовая, 37"
45268552000_file3,"Москва, Улица 3-я рельсовая, 11"
45268552000_file3,"Москва, Улица 3-я рельсовая, 13"
45268552000_file3,"Москва, Улица 3-я рельсовая, 15"
45268552000_file3,"Москва, Улица 3-я рельсовая, 14"
45268552000_file3,"Москва, Улица 3-я рельсовая, 15"
45268552000_file3,"Москва, Улица 3-я рельсовая, 20"
45268552000_file3,"Москва, Улица 3-я рельсовая, 16"
45268552000_file3,"Москва, Улица 3-я рельсовая, 20"
45268552000_file3,"Москва, Улица Б. Внуковская, 24"
45268552000_file3,"Москва, Улица Б. Внуковская, 26"
45268552000_file3,"Москва, Улица Б. Внуковская, 28"
45268552000_file3,"Москва, Улица Б. Внуковская, 33"
45268552000_file3,"Москва, Улица Б. Внуковская, 35"
45268552000_file3,"Москва, Улица Б. Внуковская, 38"
45268552000_file3,"Москва, Улица Б. Внуковская, 40"
45268552000_file3,"Москва, Улица Б. Внуковская, 41"
45268552000_file3,"Москва, Улица Б. Внуковская, 42"
45268552000_file3,"Москва, Улица Б. Внуковская, 47"
45268552000_file3,"Москва, Улица Б. Внуковская, 49"
45268552000_file3,"Москва, Улица Б. Внуковская, 51"
45268552000_file3,"Москва, Улица 1-я Внуковская, 2"
45268552000_file3,"Москва, Улица 1-я Внуковская, 2"
45268552000_file3,"Москва, Улица 1-я Внуковская, 4"
45268552000_file3,"Москва, Улица 1-я Внуковская, 6"
45268552000_file3,"Москва, Улица 1-я Внуковская, 1"
45268552000_file3,"Москва, Улица 1-я Внуковская, 13"
45268552000_file3,"Москва, Улица 1-я Внуковская, 15"
45268552000_file3,"Москва, Улица 1-я Внуковская, 20"
45268552000_file3,"Москва, Улица 1-я Внуковская, 24"
45268552000_file3,"Москва, Улица 1-я Внуковская, 26"
45268552000_file3,"Москва, Улица 1-я Внуковская, 30"
45268552000_file3,"Москва, Улица 1-я Внуковская, 32"
45268552000_file3,"Москва, Улица 1-я Внуковская, 34"
45268552000_file3,"Москва, Улица 1-я Внуковская, 36"
45268552000_file3,"Москва, Улица 1-я Внуковская, 38"
45268552000_file3,"Москва, Улица 2-я Внуковская, 1"
45268552000_file3,"Москва, Улица 2-я Внуковская, 2"
45268552000_file3,"Москва, Улица 2-я Внуковская, 4"
45268552000_file3,"Москва, Улица 2-я Внуковская, 9"
45268552000_file3,"Москва, Улица Листопадная, 1"
45268552000_file3,"Москва, Улица Листопадная, 3"
45268552000_file3,"Москва, Улица Листопадная, 2"
45268552000_file3,"Москва, Улица Листопадная, 5"
45268552000_file3,"Москва, Улица Листопадная, 3"
45268552000_file3,"Москва, Улица Листопадная, 4"
45268552000_file3,"Москва, Улица Листопадная, 5"
45268552000_file3,"Москва, Улица Листопадная, 2"
45268552000_file3,"Москва, Улица Листопадная, 6"
45268552000_file3,"Москва, Улица Листопадная, 8"
45268552000_file3,"Москва, Улица Листопадная, 4"
45268552000_file3,"Москва, Улица Заветная, 2"
45268552000_file3,"Москва, Улица Заветная, 4"
45268552000_file3,"Москва, Улица Заветная, 6"
45268552000_file3,"Москва, Улица Заветная, 8"
45268552000_file3,"Москва, Улица Заветная, 10"
45268552000_file3,"Москва, Улица Заветная, 12"
45268552000_file3,"Москва, Улица Заветная, 14"
45268552000_file3,"Москва, Улица Заветная, 16"
45268552000_file3,"Москва, Улица Заветная, 27"
45268552000_file3,"Москва, Улица Заветная, 36"
45268552000_file3,"Москва, Улица Заветная, 18"
45268552000_file3,"Москва, Улица Заветная, 20"
45268552000_file3,"Москва, Улица Заветная, 34"
45268552000_file3,"Москва, Улица Заветная, 21"
45268552000_file4,"Москва, Улица Центральная, 5"
45268552000_file4,"Москва, Улица Центральная, 9"
45268552000_file4,"Москва, Улица Центральная, 11"
45268552000_file4,"Москва, Улица Центральная, 13"
45268552000_file4,"Москва, Улица Центральная, 15"
45268552000_file4,"Москва, Улица Центральная, 17"
45268552000_file4,"Москва, Улица Аэрофлотская, 1"
45268552000_file4,"Москва, Улица Аэрофлотская, 7"
45268552000_file4,"Москва, Улица Аэрофлотская, 2"
45268552000_file4,"Москва, Улица Аэрофлотская, 5"
45268552000_file4,"Москва, Улица Аэрофлотская, 3"
45268552000_file4,"Москва, Улица Аэрофлотская, 5"
45268552000_file4,"Москва, Улица Аэрофлотская, 7"
45268552000_file4,"Москва, Улица Аэрофлотская, 11"
45268552000_file4,"Москва, Улица Аэрофлотская, 10"
45268552000_file4,"Москва, Улица Аэрофлотская, 13"
45268552000_file4,"Москва, Улица Б. Внуковская, 1"
45268552000_file4,"Москва, Улица Б. Внуковская, 3"
45268552000_file4,"Москва, Улица Б. Внуковская, 5"
45268552000_file4,"Москва, Улица Б. Внуковская, 7"
45268552000_file4,"Москва, Улица Б. Внуковская, 9"
45268552000_file5,"Москва, Улица Плотинная, 2"
45268552000_file5,"Москва, Улица Б. Внуковская, 14"
45268552000_file5,"Москва, Улица Б. Внуковская, 18"
45268552000_file5,"Москва, Улица Б. Внуковская, 19"
45268552000_file5,"Москва, Улица Б. Внуковская, 8"
45268552000_file5,"Москва, Улица Б. Внуковская, 23"
45268552000_file5,"Москва, Улица Б. Внуковская, 25"
45268552000_file5,"Москва, Улица Б. Внуковская, 27"
45268552000_file5,"Москва, Улица 2-я Рейсовая, 8"
45268552000_file5,"Москва, Улица 2-я Рейсовая, 29"
45268552000_file5,"Москва, Улица 2-я Рейсовая, 10"
45268552000_file5,"Москва, Улица 2-я Рейсовая, 20"
45268552000_file5,"Москва, Улица 2-я Рейсовая, 12"
45268552000_file5,"Москва, Улица 2-я Рейсовая, 14"
45268552000_file5,"Москва, Улица 2-я Рейсовая, 6"
45268552000_file5,"Москва, Улица 1-я Рейсовая, 1"
45268552000_file5,"Москва, Улица 1-я Рейсовая, 21"
45268552000_file5,"Москва, Улица 1-я Рейсовая, 3"
45268552000_file5,"Москва, Улица 1-я Рейсовая, 12"
45268552000_file5,"Москва, Улица 1-я Рейсовая, 5"
45268552000_file5,"Москва, Улица 1-я Рейсовая, 7"
45268552000_file5,"Москва, Улица Спортивная, 1"
45268552000_file5,"Москва, Улица Спортивная, 9"
45268552000_file5,"Москва, Улица Спортивная, 2"
45268552000_file5,"Москва, Улица Спортивная, 11"
45268552000_file5,"Москва, Улица Спортивная, 3"
45268552000_file5,"Москва, Улица Спортивная, 3"
45268552000_file5,"Москва, Улица Спортивная, 4"
45268552000_file5,"Москва, Улица Спортивная, 4"
45268552000_file5,"Москва, Улица Спортивная, 5"
45268552000_file5,"Москва, Улица Спортивная, 16"
45268552000_file5,"Москва, Улица Спортивная, 6"
45268552000_file5,"Москва, Улица Спортивная, 18"
45268552000_file6,"Москва, Улица Насосная, 1"
45268552000_file6,"Москва, Улица Насосная, 3"
45268552000_file6,"Москва, Улица Насосная, 5"
45268552000_file6,"Москва, Улица Насосная, 9"
45268552000_file6,"Москва, Улица Насосная, 11"
45268552000_file6,"Москва, Улица Насосная, 13"
45268552000_file6,"Москва, Улица Насосная, 15"
45268552000_file6,"Москва, Улица Насосная, 16"
45268552000_file6,"Москва, Улица 2-я Рейсовая, 25"
45268552000_file6,"Москва, Улица 2-я Рейсовая, 25"
45268552000_file6,"Москва, Улица Рассказовская, 1"
45268552000_file6,"Москва, Улица Рассказовская, 20"
45268552000_file6,"Москва, Улица Рассказовская, 22"
45268552000_file6,"Москва, Улица Рассказовская, 24"
45268552000_file6,"Москва, Улица Рассказовская, 26"
45268552000_file6,"Москва, Улица Рассказовская, 28"
45268552000_file6,"Москва, Улица Рассказовская, 30"
45268552000_file6,"Москва, Улица Плотинная, 1(стр1)"
45268552000_file6,"Москва, Улица Плотинная, 2"
45268552000_file6,"Москва, Улица Плотинная, 4"
45268552000_file6,"Москва, Улица Плотинная, 8"
45268552000_file6,"Москва, Улица Плотинная, 10"
45268552000_file6,"Москва, Улица Плотинная, 12"
45268552000_file6,"Москва, Улица Плотинная, 14"
45268552000_file6,"Москва, Улица Плотинная, 16"
45268552000_file6,"Москва, Улица Плотинная, 18"
45268552000_file6,"Москва, Улица Плотинная, 3"
45268552000_file6,"Москва, Улица Плотинная, 5"
45268552000_file6,"Москва, Улица Плотинная, 9"
45268552000_file6,"Москва, Улица Плотинная, 11"
45268552000_file6,"Москва, Улица Плотинная, 13"
45268552000_file6,"Москва, Улица Плотинная, 15"
45268552000_file6,"Москва, Улица Плотинная, 17"
45268552000_file6,"Москва, Улица Плотинная, 19"
45268552000_file6,"Москва, Улица Штурманская, 1"
45268552000_file6,"Москва, Улица Штурманская, 44"
45268552000_file7,"Москва, Улица Лесной пер., 5"
45268552000_file7,"Москва, Улица Лесной пер., 7"
45268552000_file7,"Москва, Улица Чапаева, 1"
45268552000_file7,"Москва, Улица Чапаева, 6"
45268552000_file7,"Москва, Улица Чапаева, 8"
45268552000_file7,"Москва, Улица Чапаева, 10"
45268552000_file7,"Москва, Улица Чапаева, 11"
45268552000_file7,"Москва, Улица Чапаева, 13"
45268552000_file7,"Москва, Улица Чапаева, 16"
45268552000_file7,"Москва, Улица Чапаева, 18"
45268552000_file7,"Москва, Улица Осипенко, 2"
45268552000_file7,"Москва, Улица Осипенко, 3"
45268552000_file7,"Москва, Улица Осипенко, 9"
45268552000_file7,"Москва, Улица Осипенко, 17"
45268552000_file7,"Москва, Улица Осипенко, 19"
45268552000_file7,"Москва, Улица Ворошилова, 6"
45268552000_file7,"Москва, Улица Ворошилова, 10"
45268581000_file1,"Москва, Проспект Вернадского, 20"
45268581000_file1,"Москва, Проспект Вернадского, 22"
45268581000_file1,"Москва, Проспект Вернадского, 24"
45268581000_file1,"Москва, Проспект Вернадского, 24"
45268581000_file1,"Москва, Проспект Вернадского, 26"
45268581000_file1,"Москва, Проспект Вернадского, 38"
45268581000_file1,"Москва, Проспект Вернадского, 42(1-2)"
45268581000_file1,"Москва, Проспект Вернадского, 44"
45268581000_file1,"Москва, Проспект Вернадского, 46"
45268581000_file1,"Москва, Проспект Вернадского, 50"
45268581000_file1,"Москва, Проспект Вернадского, 50"
45268581000_file1,"Москва, Проспект Вернадского, 54"
45268581000_file1,"Москва, Проспект Вернадского, 56"
45268581000_file1,"Москва, Проспект Вернадского, 58"
45268581000_file1,"Москва, Проспект Вернадского, 60"
45268581000_file1,"Москва, Проспект Вернадского, 62"
45268581000_file2,"Москва, Улица Удальцова, 22"
45268581000_file2,"Москва, Улица Удальцова, 24"
45268581000_file2,"Москва, Улица Удальцова, 26"
45268581000_file2,"Москва, Улица Удальцова, 26"
45268581000_file2,"Москва, Улица Удальцова, 28"
45268581000_file2,"Москва, Улица Удальцова, 30"
45268581000_file2,"Москва, Улица Удальцова, 32"
45268581000_file2,"Москва, Улица Удальцова, 34"
45268581000_file2,"Москва, Улица Удальцова, 44"
45268581000_file2,"Москва, Улица Удальцова, 46"
45268581000_file2,"Москва, Улица Удальцова, 48"
45268581000_file2,"Москва, Улица Удальцова, 50"
45268581000_file2,"Москва, Улица Удальцова, 52"
45268581000_file2,"Москва, Улица Удальцова, 54"
45268581000_file2,"Москва, Улица Удальцова, 60"
45268581000_file2,"Москва, Улица Проспект Вернадского, 14"
45268581000_file3,"Москва, Улица Лобачевского, 52"
45268581000_file3,"Москва, Улица Лобачевского, 62"
45268581000_file3,"Москва, Улица Лобачевского, 64"
45268581000_file3,"Москва, Улица Лобачевского, 68"
45268581000_file3,"Москва, Улица Лобачевского, 68"
45268581000_file3,"Москва, Улица Лобачевского, 70"
45268581000_file3,"Москва, Улица Лобачевского, 76"
45268581000_file3,"Москва, Улица Лобачевского, 78"
45268581000_file3,"Москва, Улица Лобачевского, 80"
45268581000_file3,"Москва, Проспект Вернадского, 32"
45268581000_file3,"Москва, Проспект Вернадского, 70"
45268581000_file3,"Москва, Проспект Вернадского, 32"
45268581000_file3,"Москва, Проспект Вернадского, 71"
45268581000_file3,"Москва, Улица Удальцова, 75"
45268581000_file4,"Москва, Улица Удальцова, 49"
45268581000_file4,"Москва, Улица Удальцова, 51"
45268581000_file4,"Москва, Улица Удальцова, 53"
45268581000_file4,"Москва, Улица Удальцова, 55"
45268581000_file4,"Москва, Улица Удальцова, 57"
45268581000_file4,"Москва, Улица Удальцова, 59"
45268581000_file4,"Москва, Улица Удальцова, 61"
45268581000_file4,"Москва, Улица Удальцова, 63"
45268581000_file4,"Москва, Улица Удальцова, 65"
45268581000_file4,"Москва, Улица Удальцова, 67"
45268581000_file4,"Москва, Улица Удальцова, 1"
45268581000_file4,"Москва, Улица Удальцова, 69"
45268581000_file4,"Москва, Улица Удальцова, 69"
45268581000_file4,"Москва, Улица Удальцова, 71"
45268581000_file4,"Москва, Улица Удальцова, 77"
45268581000_file4,"Москва, Проспект Вернадского, 14"
45268581000_file4,"Москва, Проспект Вернадского, 30 (четная сторона)"
45268581000_file4,"Москва, Проспект Вернадского, 16"
45268581000_file4,"Москва, Проспект Вернадского, 1"
45268581000_file4,"Москва, Проспект Вернадского, 18"
45268581000_file4,"Москва, Проспект Вернадского, 1"
45268581000_file5,"Москва, Улица Удальцова, 17"
45268581000_file5,"Москва, Улица Удальцова, 47"
45268581000_file5,"Москва, Проспект Вернадского, 39"
45268581000_file5,"Москва, Проспект Вернадского, 39"
45268581000_file5,"Москва, Проспект Вернадского, 2"
45268581000_file6,"Москва, Улица Удальцова, 4"
45268581000_file6,"Москва, Улица Удальцова, 6"
45268581000_file6,"Москва, Улица Удальцова, 8"
45268581000_file6,"Москва, Улица Удальцова, 10"
45268581000_file6,"Москва, Улица Удальцова, 5"
45268581000_file6,"Москва, Улица Удальцова, 7"
45268581000_file6,"Москва, Улица Удальцова, 11"
45268581000_file6,"Москва, Улица Удальцова, 15"
45268581000_file6,"Москва, Улица Удальцова, 21"
45268581000_file7,"Москва, Улица Кравченко, 9"
45268581000_file7,"Москва, Улица Кравченко, 11"
45268581000_file7,"Москва, Улица Удальцова, 10"
45268581000_file7,"Москва, Улица Удальцова, 16"
45268581000_file7,"Москва, Улица Удальцова, 1"
45268581000_file7,"Москва, Проспект Вернадского, 37"
45268581000_file8,"Москва, Улица Удальцова, 3(2-13)"
45268581000_file8,"Москва, Улица Проспект Вернадского, 41"
45268581000_file8,"Москва, Улица Проспект Вернадского, 57"
45268581000_file9,"Москва, Улица пр-т Вернадского, 59"
45268581000_file9,"Москва, Улица пр-т Вернадского, 81"
45268581000_file9,"Москва, Улица Лобачевского, 48"
45268581000_file10,"Москва, Улица Ленинский пр-т, 92"
45268581000_file10,"Москва, Улица Ленинский пр-т, 94"
45268581000_file10,"Москва, Улица Ленинский пр-т, 96"
45268581000_file10,"Москва, Улица Ленинский пр-т, 98"
45268581000_file10,"Москва, Улица Ленинский пр-т, 102"
45268581000_file10,"Москва, Улица Ленинский пр-т, 104"
45268581000_file10,"Москва, Улица Ленинский пр-т, 106"
45268581000_file10,"Москва, Улица Ленинский пр-т, 110"
45268581000_file10,"Москва, Улица Ленинский пр-т, 112"
45268581000_file10,"Москва, Улица Ленинский пр-т, 114"
45268581000_file10,"Москва, Улица Ленинский пр-т, 116"
45268581000_file10,"Москва, Улица Удальцова, 1"
45268581000_file10,"Москва, Улица Удальцова, 1"
45268581000_file11,"Москва, Проспект Ленинский, 110"
45268581000_file11,"Москва, Проспект Ленинский, 128"
45268581000_file11,"Москва, Проспект Ленинский, 130"
45268581000_file11,"Москва, Проспект Ленинский, 122"
45268581000_file11,"Москва, Проспект Ленинский, 124"
45268581000_file11,"Москва, Проспект Ленинский, 134"
45268581000_file11,"Москва, Проспект Ленинский, 136"
45268581000_file11,"Москва, Проспект Ленинский, 138"
45268581000_file11,"Москва, Проспект Ленинский, 140"
45268581000_file11,"Москва, Улица Лобачевского, 2"
45268581000_file11,"Москва, Улица Лобачевского, 4"
45268581000_file11,"Москва, Улица Лобачевского, 4"
45268581000_file11,"Москва, Улица Лобачевского, 1"
45268581000_file11,"Москва, Улица Лобачевского, 6"
45268581000_file11,"Москва, Улица Лобачевского, 8"
45268581000_file11,"Москва, Улица Лобачевского, 10"
45268581000_file11,"Москва, Улица Лобачевского, 12"
45268581000_file11,"Москва, Улица Лобачевского, 14"
45268581000_file11,"Москва, Улица Лобачевского, 16"
45268581000_file11,"Москва, Улица Лобачевского, 18"
45268581000_file12,"Москва, Проспект Вернадского, 83"
45268581000_file12,"Москва, Проспект Вернадского, 85"
45268581000_file12,"Москва, Улица Лобачевского, 40"
45268581000_file12,"Москва, Улица Лобачевского, 42"
45268581000_file12,"Москва, Улица Лобачевского, 44"
45268581000_file12,"Москва, Улица Лобачевского, 44"
45268581000_file12,"Москва, Улица Лобачевского, 46"
45268581000_file12,"Москва, Улица Лобачевского, 16"
45268581000_file12,"Москва, Улица Лобачевского, 20"
45268581000_file12,"Москва, Улица Лобачевского, 22"
45268581000_file12,"Москва, Улица Лобачевского, 24"
45268581000_file12,"Москва, Улица Лобачевского, 26"
45268581000_file12,"Москва, Улица Лобачевского, 28"
45268581000_file12,"Москва, Улица Лобачевского, 32"
45268581000_file12,"Москва, Улица Лобачевского, 34"
45268581000_file12,"Москва, Улица Лобачевского, 36"
45268581000_file13,"Москва, Улица Удальцова, 79"
45268581000_file13,"Москва, Улица Удальцова, 81"
45268581000_file13,"Москва, Улица Коштоянца, 1"
45268581000_file13,"Москва, Улица Коштоянца, 1"
45268581000_file13,"Москва, Улица Коштоянца, 83"
45268581000_file13,"Москва, Улица Коштоянца, 3"
45268581000_file13,"Москва, Улица Коштоянца, 5"
45268581000_file13,"Москва, Улица Коштоянца, 7"
45268581000_file13,"Москва, Улица Коштоянца, 9"
45268581000_file13,"Москва, Улица Коштоянца, 11"
45268581000_file13,"Москва, Улица Коштоянца, 13"
45268581000_file13,"Москва, Улица Коштоянца, 15"
45268581000_file13,"Москва, Улица Коштоянца, 17"
45268581000_file13,"Москва, Улица Коштоянца, 19"
45268581000_file13,"Москва, Улица Коштоянца, 21"
45268581000_file13,"Москва, Улица Коштоянца, 23"
45268581000_file13,"Москва, Улица Коштоянца, 25"
45268581000_file13,"Москва, Улица Коштоянца, 27"
45268581000_file14,"Москва, Улица Лобачевского, 82"
45268581000_file14,"Москва, Улица Лобачевского, 84"
45268581000_file14,"Москва, Улица Лобачевского, 86"
45268581000_file14,"Москва, Улица Коштоянца, 29"
45268581000_file14,"Москва, Улица Коштоянца, 31"
45268581000_file14,"Москва, Улица Коштоянца, 33"
45268581000_file14,"Москва, Улица Коштоянца, 35"
45268581000_file14,"Москва, Улица Коштоянца, 37"
45268581000_file14,"Москва, Улица Коштоянца, 39"
45268581000_file14,"Москва, Улица Коштоянца, 41"
45268581000_file15,"Москва, Улица Коштоянца, 2"
45268581000_file15,"Москва, Улица Коштоянца, 6"
45268581000_file15,"Москва, Улица Коштоянца, 8"
45268581000_file15,"Москва, Улица Коштоянца, 10"
45268581000_file15,"Москва, Улица Коштоянца, 12"
45268581000_file16,"Москва, Улица Лобачевского, 92"
45268581000_file16,"Москва, Улица Лобачевского, 1"
45268581000_file16,"Москва, Улица Лобачевского, 2"
45268581000_file16,"Москва, Улица Лобачевского, 3"
45268581000_file16,"Москва, Улица Лобачевского, 4"
45268581000_file16,"Москва, Улица Удальцова, 85"
45268581000_file16,"Москва, Улица Удальцова, 85(1,4)"
45268584000_file1,"Москва, Улица Пудовкина, 3"
45268584000_file1,"Москва, Улица Пудовкина, 5"
45268584000_file1,"Москва, Улица Пудовкина, 6"
45268584000_file1,"Москва, Улица Пудовкина, 1"
